trade_id,entry_ts,trade_date,entry_dte,span_time_slot,spot,atm_iv,trailing_rv_act365,signal_vrp_var_act365,vrp_tod_percentile,vrp_q5,q_velocity_5m,q_acceleration_5m,vrp_velocity_5m,vrp_acceleration_5m,spot_return_5m,spot_return_15m,spot_return_30m,iv_change_5m,iv_change_15m,iv_change_30m,rv_change_5m,rv_change_15m,rv_change_30m,put_skew,call_skew,risk_reversal,smile_curvature,atm_ce_pe_gap,atm_iv_tod_percentile,minute_of_day,year,split,gate_complete,gate_pass,gate_fail_reason,gate_cushion
886,2021-03-31 06:12:00+00:00,2021-03-31,8.158333333333333,ID1,14722.5,0.2797986540773581,0.21116340342412976,0.03369730387783932,0.8666666666666667,0.85,0.06666666666666665,0.033333333333333326,0.008884842362371762,-1.3020918413722549e-05,-0.00026482371974700936,-0.001397263804762905,-0.0010517030804721994,0.0043895731173548835,0.004366641911897895,0.002347572671629161,-0.014751846968060561,-0.031189057206178483,-0.06029828776417839,0.02360523259948316,-0.014213669640018967,0.03781890223950213,0.004695781479732097,-7.771561172376096e-16,0.7333333333333333,702,2021,discovery_2021_2023,True,True,pass,0.4720748123879616
887,2021-04-08 06:57:00+00:00,2021-04-08,7.127083333333333,ID1,14926.7999,0.2980065053199291,0.23215661081739516,0.034911185266777466,0.8153846153846154,0.8461538461538461,0.0,0.03076923076923077,-0.009682888349483658,-0.0099003058903257,0.00032837641539185114,0.0022156870792926497,0.0006435457056284122,-0.010349893084833972,-0.019976008325885142,-0.0295702689643893,0.007457712687262252,0.017448053714826356,0.036024403166909524,0.08883423215312003,0.058645211618647664,0.030189020534472366,0.07373972188588385,0.0014361385921042302,0.7692307692307693,747,2021,discovery_2021_2023,True,False,passiv_change_5m|iv_change_15m,-1.6114761791000256
888,2021-04-15 06:08:00+00:00,2021-04-15,7.161111111111111,ID1,14390.7,0.4281670589358983,0.39072428364030987,0.030661564531583696,0.8405797101449275,0.855072463768116,0.02898550724637683,0.04347826086956519,0.004032042727127594,0.004965976137082301,0.000952910899353121,0.0013359774553804993,0.00038233740233017954,0.0024208405151830426,0.0033147887428292,0.008673951981341022,-0.002506336600641479,-0.0051633935033525424,-0.04225903694904437,0.04405523517309734,0.00702141385058247,0.03703382132251487,0.025538324511839905,-0.0016526903960424333,0.9855072463768116,698,2021,discovery_2021_2023,True,True,pass,0.36595146284665525
889,2021-04-27 04:53:00+00:00,2021-04-27,15.213194444444444,BOD,14549.6,0.24423061886874875,0.23279783440411678,0.005453763489765437,0.868421052631579,0.8552631578947368,,,0.025619567030522546,,-0.000734868105292219,,,-0.002504644132365591,,,-0.05188460894107122,,,0.02050536506531153,-0.022382409426370986,0.04288777449168252,-0.0009385221805297272,-1.4432899320127035e-15,0.4605263157894737,623,2021,discovery_2021_2023,False,False,incomplete_gate_features,-1.1940566544625824
890,2021-04-28 06:10:00+00:00,2021-04-28,14.159722222222221,ID1,14771.0,0.23014240710586004,0.12752332077900594,0.03670333020597416,0.8441558441558441,0.8571428571428571,0.012987012987012991,1.1102230246251565e-16,0.0007116689729951761,-0.001373315473043965,-0.00022335406904794297,-0.0005683518990511338,-0.0007441482884589234,0.0005078335254439514,0.011907486385761418,0.013008803318090983,-0.0018612847599860094,-0.01349735276872327,-0.029058704757813164,0.03390019786038628,-0.028974408621645575,0.06287460648203186,0.002462894619370354,-0.00019892053426162626,0.38961038961038963,700,2021,discovery_2021_2023,True,True,pass,0.12363094524273482
891,2021-04-29 06:49:00+00:00,2021-04-29,13.13263888888889,ID1,14895.8999,0.3972761648221068,0.3300354694045069,0.04890494007070856,0.8717948717948718,0.8589743589743589,0.02564102564102555,-0.03846153846153855,0.020598256463418896,0.020527651141716327,-0.0005635957446078477,0.0005239016395643947,0.00010070899197489602,0.00974575045818521,-0.00019788979531787376,0.0002495681710777964,-0.019067865511937454,-0.012302558699883004,-0.03409267040310038,0.06333488861180403,0.008620859778605161,0.05471402883319887,0.035977874195204596,2.4424906541753444e-15,0.9358974358974359,739,2021,discovery_2021_2023,True,True,pass,0.08138462576701973
892,2021-05-06 05:42:00+00:00,2021-05-06,6.179166666666666,ID1,14653.2,0.32865690760529637,0.2719570127455377,0.034054746135199765,0.8674698795180723,0.8554216867469879,0.0,0.02409638554216864,0.002054427766212688,0.001604505392717795,-0.00034110600210124353,0.0006487431455164394,0.0012093881315977661,0.002274484280571032,-0.007381480604638002,-0.010855240342548755,-0.0010359686410414404,0.0010909684310715928,-0.020357355030238167,0.07612584227766944,-0.017188475899256928,0.09331431817692637,0.029468683189206257,-0.002726884944731389,0.9036144578313253,672,2021,discovery_2021_2023,True,False,passiv_change_15m,-0.5334776676562157
893,2021-05-10 08:44:00+00:00,2021-05-10,10.052777777777777,ID3,14946.6,0.2031103085631182,0.14810275627847097,0.01931937102732492,0.8588235294117647,0.8588235294117647,0.09411764705882353,0.08235294117647063,0.012730866230890408,0.012905611958528063,-0.0005349524561004682,-0.0005416357399345983,-0.00044137709654124,-0.0011360094260496612,-0.0015488132601786109,-0.0006921496655804549,-0.039322038281101035,-0.04237240327479966,-0.040684188373886015,0.01914549214009051,-0.0184182782105404,0.03756377035063091,0.00036360696477505394,0.000845843492658982,0.2235294117647059,854,2021,discovery_2021_2023,True,False,passiv_change_5m|iv_change_15m|rv_change_5m,-0.6027315453633728
894,2021-05-12 07:23:00+00:00,2021-05-12,8.109027777777778,ID2,14752.7999,0.29186645035476927,0.17546971016622231,0.05439640565687494,0.8505747126436781,0.8505747126436781,0.011494252873563204,0.02298850574712641,0.002172075091878764,0.004057970629530526,-4.0668591922310426e-05,-0.000819511143451801,-0.00016266129906750137,0.007372421280943897,0.011511847557100552,-0.0011821020798630788,0.006022013180803171,0.007635896373542089,0.009846795118395368,0.0681246002562575,0.027120796269065217,0.04100380398719228,0.047622698262661356,-0.002965916572347127,0.7931034482758621,773,2021,discovery_2021_2023,True,True,pass,0.9931679971053373
895,2021-05-20 05:05:00+00:00,2021-05-20,14.20486111111111,BOD,14996.0,0.2766648088749159,0.2406104797663,0.01865001349642468,0.8586956521739131,0.8913043478260869,0.08695652173913038,-0.11956521739130443,0.008928601736667464,-0.012471617038949716,-0.0011589580052416837,-0.0017839484103092662,,-0.0009263058731272533,-0.00246303891522498,,-0.018880204512161214,-0.08668748998892895,,0.03505931951020208,0.004144155927909565,0.030915163582292515,0.019601737719055823,0.00107794847842968,0.7282608695652174,635,2021,discovery_2021_2023,True,False,passiv_change_5m|iv_change_15m,-0.11249540161492969
