trade_id,entry_ts,trade_date,entry_dte,span_time_slot,spot,atm_iv,trailing_rv_act365,signal_vrp_var_act365,vrp_tod_percentile,vrp_q5,q_velocity_5m,q_acceleration_5m,vrp_velocity_5m,vrp_acceleration_5m,spot_return_5m,spot_return_15m,spot_return_30m,iv_change_5m,iv_change_15m,iv_change_30m,rv_change_5m,rv_change_15m,rv_change_30m,put_skew,call_skew,risk_reversal,smile_curvature,atm_ce_pe_gap,atm_iv_tod_percentile,minute_of_day,year,split,gate_complete,gate_pass,gate_fail_reason,gate_cushion,gate_strength,low_iv_strength,low_rv_strength,low_dte_strength,time_strength,gate_cushion_only_raw,regime_composite_raw,gate_cushion_only_score,regime_composite_score,one_lot_gross_pnl,one_lot_net_pnl,one_lot_total_cost,one_lot_margin,one_lot_max_loss,one_lot_net_risk_return
886,2021-03-31 06:12:00+00:00,2021-03-31,8.158333333333333,ID1,14722.5,0.2797986540773581,0.2111634034241297,0.0336973038778393,0.8666666666666667,0.85,0.0666666666666666,0.0333333333333333,0.0088848423623717,-1.3020918413722549e-05,-0.000264823719747,-0.0013972638047629,-0.0010517030804721,0.0043895731173548,0.0043666419118978,0.0023475726716291,-0.0147518469680605,-0.0311890572061784,-0.0602982877641783,0.0236052325994831,-0.0142136696400189,0.0378189022395021,0.004695781479732,-7.771561172376097e-16,0.7333333333333333,702,2021,discovery_2021_2023,True,True,pass,0.4720748123879616,0.5694444444444444,0.25,0.29166666666666663,0.6111111111111112,0.0,0.5694444444444444,0.4270833333333333,0.5694444444444444,0.3888888888888889,-116.25000000000085,-503.0198239042432,386.76982390424234,61408.575343030985,2932.5,-0.171532761774678
888,2021-04-15 06:08:00+00:00,2021-04-15,7.161111111111111,ID1,14390.7,0.4281670589358983,0.3907242836403098,0.0306615645315836,0.8405797101449275,0.855072463768116,0.0289855072463768,0.0434782608695651,0.0040320427271275,0.0049659761370823,0.0009529108993531,0.0013359774553804,0.0003823374023301,0.002420840515183,0.0033147887428292,0.008673951981341,-0.0025063366006414,-0.0051633935033525,-0.0422590369490443,0.0440552351730973,0.0070214138505824,0.0370338213225148,0.0255383245118399,-0.0016526903960424,0.9855072463768116,698,2021,discovery_2021_2023,True,True,pass,0.3659514628466552,0.5,0.0,0.0,0.75,0.0,0.5,0.325,0.5,0.2361111111111111,401.2500000000004,52.301929149924604,348.9480708500758,56330.77257235807,4927.5,0.010614293079639696
890,2021-04-28 06:10:00+00:00,2021-04-28,14.15972222222222,ID1,14771.0,0.23014240710586,0.1275233207790059,0.0367033302059741,0.8441558441558441,0.8571428571428571,0.0129870129870129,1.1102230246251563e-16,0.0007116689729951,-0.0013733154730439,-0.0002233540690479,-0.0005683518990511,-0.0007441482884589,0.0005078335254439,0.0119074863857614,0.0130088033180909,-0.001861284759986,-0.0134973527687232,-0.0290587047578131,0.0339001978603862,-0.0289744086216455,0.0628746064820318,0.0024628946193703,-0.0001989205342616,0.3896103896103896,700,2021,discovery_2021_2023,True,True,pass,0.1236309452427348,0.2777777777777778,0.5833333333333333,0.75,0.2222222222222222,0.0,0.2777777777777778,0.36111111111111105,0.2777777777777778,0.2777777777777778,-348.75000000000045,-669.8089152061727,321.05891520617234,60022.69826880779,3427.5000000000023,-0.1954220029777308
891,2021-04-29 06:49:00+00:00,2021-04-29,13.13263888888889,ID1,14895.8999,0.3972761648221068,0.3300354694045069,0.0489049400707085,0.8717948717948718,0.8589743589743589,0.0256410256410255,-0.0384615384615385,0.0205982564634188,0.0205276511417163,-0.0005635957446078,0.0005239016395643,0.0001007089919748,0.0097457504581852,-0.0001978897953178,0.0002495681710777,-0.0190678655119374,-0.012302558699883,-0.0340926704031003,0.063334888611804,0.0086208597786051,0.0547140288331988,0.0359778741952045,2.4424906541753444e-15,0.935897435897436,739,2021,discovery_2021_2023,True,True,pass,0.0813846257670197,0.18055555555555555,0.04166666666666663,0.04166666666666663,0.5,0.0,0.18055555555555555,0.15277777777777776,0.18055555555555555,0.06944444444444445,607.5000000000002,298.8625090555821,308.6374909444181,57342.63506922829,5508.749999999999,0.05425232748910046
894,2021-05-12 07:23:00+00:00,2021-05-12,8.109027777777778,ID2,14752.7999,0.2918664503547692,0.1754697101662223,0.0543964056568749,0.8505747126436781,0.8505747126436781,0.0114942528735632,0.0229885057471264,0.0021720750918787,0.0040579706295305,-4.0668591922310426e-05,-0.0008195111434518,-0.0001626612990675,0.0073724212809438,0.0115118475571005,-0.001182102079863,0.0060220131808031,0.007635896373542,0.0098467951183953,0.0681246002562575,0.0271207962690652,0.0410038039871922,0.0476226982626613,-0.0029659165723471,0.7931034482758621,773,2021,discovery_2021_2023,True,True,pass,0.9931679971053372,0.7638888888888888,0.19444444444444442,0.4027777777777778,0.625,0.0,0.7638888888888888,0.5340277777777778,0.7638888888888888,0.5277777777777778,1132.4999999999998,886.5449813531344,245.95501864686537,56031.909499731984,7016.25,0.12635595672234234
896,2021-06-03 07:57:00+00:00,2021-06-03,7.085416666666666,ID2,15623.3999,0.2692030386319071,0.1660960718868038,0.0448823709124257,0.8431372549019608,0.8529411764705882,0.0196078431372548,0.0294117647058822,0.0014160982955659,0.0006222954547085,-0.000716366264567,-0.0011380264941308,-0.0007355339703837,0.0202318239977581,0.0242229254461361,0.0274925527866682,0.0300064209226557,0.0424680763263897,0.0459665276901585,0.1676043594421453,0.0668601211266725,0.1007442383154727,0.1172322402844089,9.992007221626409e-16,0.7156862745098039,807,2021,discovery_2021_2023,True,True,pass,2.171625964004743,1.0,0.29166666666666663,0.5,0.9166666666666666,1.0,1.0,0.8104166666666666,1.0,0.9722222222222222,-1421.25,-1675.9613488294056,254.71134882940564,58682.72938002138,7458.75,-0.22469734859452395
898,2021-06-17 05:41:00+00:00,2021-06-17,14.17986111111111,ID1,15743.2999,0.2359268635830271,0.1305897772111804,0.0386077950480585,0.8660714285714286,0.8571428571428571,0.0,0.0089285714285715,0.0049390169947629,0.0038978323951666,-0.0002032261137395,0.0003431207489126,-0.0013321238579075,0.0026074096842435,0.001587948029285,-0.0063515074318705,-0.0135254180817899,-0.0186276771522382,-0.0189633703214637,0.068916609680435,0.049140553610158,0.0197760560702769,0.0590285816452965,-3.996802888650564e-15,0.5535714285714286,671,2021,discovery_2021_2023,True,True,pass,0.2342391479222502,0.4305555555555556,0.5277777777777778,0.6805555555555556,0.16666666666666663,0.0,0.4305555555555556,0.4131944444444445,0.4305555555555556,0.375,-194.99999999999983,-443.80505839830715,248.80505839830732,59088.89657296545,6802.5,-0.06524146393212894
900,2021-07-08 08:32:00+00:00,2021-07-08,7.061111111111111,ID3,15716.1,0.2634378903368717,0.2254898778650956,0.0185538370455258,0.8346456692913385,0.8503937007874016,0.1496062992125985,0.2047244094488189,0.0170377871235348,0.018371491431761,-0.0007629656474716,-0.0033862836488157,-0.0029942905546065,0.0279546843757773,0.0173019076818719,0.0297085640428267,-0.0067520011484106,0.0147999453670847,0.0011241884046293,0.1987524140068187,0.1330131241609615,0.0657392898458572,0.1658827690838901,-0.0006271394638857,0.7716535433070866,842,2021,discovery_2021_2023,True,True,pass,0.930352827425275,0.7222222222222222,0.33333333333333337,0.25,0.9722222222222222,1.0,0.7222222222222222,0.6458333333333333,0.7222222222222222,0.7916666666666666,1747.4999999999998,1516.4745184154024,231.0254815845975,58307.58512169465,8167.5,0.1856718112537989
901,2021-07-15 05:17:00+00:00,2021-07-15,7.196527777777778,BOD,15916.5,0.2029813680304345,0.132289692220246,0.0237008730997792,0.8560606060606061,0.8560606060606061,0.0075757575757575,0.0303030303030302,0.0026882206879461,0.0025867783732885,0.0004777263071471,0.0018001183403728,0.001901015352228,0.010760223658367,0.0157804539920376,0.0171200561457248,0.0060505701864086,0.0089741293964277,-0.0080088166658829,0.1220033352656021,0.0305772690418939,0.0914260662237081,0.076290302153748,-0.0010136203828398,0.4393939393939394,647,2021,discovery_2021_2023,True,True,pass,1.422300786499351,0.875,0.8888888888888888,0.6388888888888888,0.6944444444444444,0.5,0.875,0.7861111111111111,0.875,0.9583333333333334,119.99999999999997,-115.64477724412492,235.6447772441249,58652.282948504864,7222.5,-0.016011737936188982
902,2021-07-29 08:29:00+00:00,2021-07-29,14.063194444444443,ID2,15815.1,0.2027016335096485,0.1403579473204114,0.0213875988514804,0.851063829787234,0.851063829787234,0.0141843971631205,0.0070921985815602,0.0029721223696331,0.0031183626299325,0.000658032104374,0.0005250967971068,0.0007656774030246,0.0043278690811854,0.0034428009702432,-0.0070847333365331,-0.0043371594789272,0.0074403754945935,-0.023477462555897,0.1879805300380842,0.1241583977347,0.0638221323033841,0.1560694638863921,-0.003045497164385,0.4326241134751773,839,2021,discovery_2021_2023,True,True,pass,0.3930008540818873,0.5277777777777778,0.9027777777777778,0.6111111111111112,0.4722222222222222,1.0,0.5277777777777778,0.6381944444444444,0.5277777777777778,0.7638888888888888,457.49999999999994,244.27688761440635,213.2231123855936,38983.223645285405,5857.5,0.04170326719836216
